1581077752524439,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077752553451,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077752747439,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077752775524,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077752968117,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077753000533,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077753188792,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077753218471,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077753407112,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077753438580,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077753631983,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077753657904,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077753856035,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077753884034,30000000000000000001785A,3,-53.5,865.7,192.168.0.10
1581077754080747,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077754113282,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077754313549,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077754341549,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077754537271,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077754876068,30000000000000000001785A,3,-55.5,865.7,192.168.0.10
1581077755892058,30000000000000000001785A,3,-55.5,865.7,192.168.0.10
1581077755928709,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077756130726,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077756156673,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077756353098,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077756394343,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077757201761,30000000000000000001785A,3,-55.5,865.7,192.168.0.10
1581077757449963,30000000000000000001785A,3,-55.5,865.7,192.168.0.10
1581077757848489,30000000000000000001785A,3,-55.5,865.7,192.168.0.10
1581077759005737,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077759667200,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077760297024,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077760326536,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077760511113,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077760547864,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077760735103,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077760775114,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077760972468,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077761005536,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077761210046,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077761234059,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077761432830,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077761459863,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077761647797,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077761676173,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077761869565,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077761911346,30000000000000000001785A,3,-53,865.7,192.168.0.10
1581077762096914,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077762128075,30000000000000000001785A,3,-53.5,865.7,192.168.0.10
1581077762320676,30000000000000000001785A,3,-54,865.7,192.168.0.10
1581077762359626,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077762669284,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
1581077762703030,30000000000000000001785A,3,-55,865.7,192.168.0.10
1581077762895258,30000000000000000001785A,3,-54.5,865.7,192.168.0.10
